http://v.media.daum.net/v/20180505234720466	사회	법조계 "청와대의 판사파면 국민청원 전달, 법치주의 근간 흔들어"	[서울경제] 청와대가 대법원에 전화를 걸어 이재용 삼성전자 부회장 항소심에서 집행유예를 선고한 정형식(57·사법연수원 17기) 서울고법 부장판사를 파면하라는 국민청원을 전달한 사실이 알려지면서 논란이 일고 있다. 변호사와 판사 등 법조계는 “삼권분립과 법치주의의 근간을 흔드는 일”이라고 지적하고 나섰다.           4일 대한변호사협회는 “청와대 관계자가 대법원에 전화한 것이 사실이라면 이는 법원의 독립을 침해할 소지가 있다”며 “국민청원 사실 자체만을 전달한 것이 직접적인 외압행사는 아니라고 해도 개별 사건마다 국민청원을 모두 법원에 전달할 경우 법원의 판결은 여론으로부터 자유로울 수 없다”고 입장을 밝혔다. 이어 “법원은 다른 국가기관 뿐만 아니라 여론으로부터도 독립해 법과 양심에 따라 판결해야 한다”며 “사법부 독립은 엄정하게 보장되어야 할 것”이라고 강조했다. 헌법 제106조 1항에 따르면 법관은 탄핵 또는 금고 이상의 형의 선고에 의하지 않고는 파면되지 않는다. 법관은 ‘직무 집행에 있어 헌법이나 법률을 위반했을 때’ 파면될 수 있다. 판결에 일부 오류가 있다고 하더라도 법관의 파면 사유가 되지 않는다. 판사들 사이에서도 이번 사건을 그냥 넘어갈 수 없다는 목소리가 크다. 서울고등법원의 한 부장판사는 “청와대가 국민청원을 전달한 것은 전형적인 인기영합주의적 행태로 좌시할 수 없는 일”이라며 “미국 등 다른 국가에도 국민청원제도가 있으나 사법부의 판결과 관련해서는 청원대상 될 수 없다고 청원단계에서부터 자르는 것으로 알고 있다”고 말했다. 판사들은 사법부의 독립 보장이 흔들리면 유력정치인이나 기업가 관련 판결에 여론의 입김이 많이 들어가게 될 것이라고 우려를 표한다. 기록으로 남는 판결의 특성상, 정권에 따라 판사 재임용 시 문제가 될 소지도 있다고 주장한다. 앞선 지난 2월 정혜승 청와대 뉴미디어비서관은 이재용 삼성전자 부회장 항소심에서 집행유예를 선고한 정 부장판사를 파면하라는 국민청원이 23만 건에 이르자 이승련(53·연수원 20기) 법원행정처 기획조정실장에게 청원 내용을 전달했다. /백주연기자 nice89@sedaily.com	변협 "국민청원을 대법원에 전달한 것 자체가 문제"판사들 "사법부 판결은 국민청원대상 될 수 없어"
http://v.media.daum.net/v/20180505230311161	사회	전상두 임실군수 예비후보, 6.13 지방선거 필승 전진대회 개최	[이경민 기자(=임실)]                            전상두 임실군수 예비후보(더불어민주당)가 오는 6.13 지방선거 승리를 위한 세몰이에 나섰다.            전상두 예비후보는 5일 전상두 후보 선거사무실에서 임실군 지방선거 예비후보자들과 함께 ‘더불어민주당 후보자 필승 전진대회’를 갖고 지방선거의 압도적인 승리를 다짐했다.  승리결의대회에는 전상두 임실군수 후보 및 한완수 도의원, 황일권, 양주영, 장종민, 신대용, 이성재, 이명로, 박기용 군의원 후보 9명 전원과 박희승 남원임실순창 지역위원장, 김상초 선거본부장 등이 참석했다.  참석한 후보들은 촛불정신을 바탕으로 이뤄낸 정권교체를 임실에서도 완성하고 문재인 정부의 성공적인 국정운영 지원과 임실군 발전을 이끌어 내기 위해 반드시 승리 할 것이라고 결의했다.  특히 더 나은 임실이라는 하나의 목표를 향해 달려갈 것과 군민이 행복한 임실을 만들기 위해 결연한 의지로 압승하자고 다짐했다.  전상두 후보는 “이번 지방선거는 임실발전을 위한 중대한 기로다”며 “임실은 전통적인 민주당의 뿌리이자 기둥이고, 가장 큰 중심축이었기 때문에 반드시 승리해야 한다”고 힘있게 말했다.  그러면서 전 후보는 무소속 후보의 지역발전 한계에 대해서도 각을 세웠다.  전 후보는 “무소속으로는 여당인 민주당의 지원을 받는데 한계가 있다. 민주당 소속 후보 모두가 임실발전과 군민을 구한다는 ‘필사즉생’ 일념으로 똘똘뭉쳐 6.13 지방선거의 승리를 일구자”고 목소리를 높였다.  한편 이날 전진대회는 당 선대위원 구성 등이 주요 안건으로 다뤄졌다.이경민 기자(=임실) (jbeye@naver.com)	민주당 임실군 예비후보자 9명 전원 참석, 압도적 승리 다짐
http://v.media.daum.net/v/20180505222327872	전국	프랑스 입양 남매, 37년 만에 친부모와 극적 상봉	신합덕 성당에서 마련한 상봉 축하연 자리에 나란히 앉아 그동안 못다 나눈 이야기를 하고 있다 © News1             (대전·충남=뉴스1) 김태완 기자 = 37년 전 실종돼 해외로 입양된 남매가 10여개월간 끈질기게 추적한 경찰의 도움으로 부모와 극적인 상봉을 했다.  어린이날인 5일 당진시 신합덕 성당은 끊어졌던 혈육의 정을 다시 잇는 감동으로 가득했다. 영화같은 사연은 다음과 같다. 1981년 8월 오빠인 김모씨(47·실종당시 10세)와 여동생 김모씨(44· 실종당시 7세)는 어려운 가정 형편으로 서울에 있던 부모와 떨어져 충남 아산의 시골마을에서 조부모와 함께 생활하고 있었다.  하지만 병세가 악화된 조부모가 갑자기 사망하자 같은 마을에 살던 작은아버지 부부가 이들 남매를 맡게 됐다. 그러나 한 달 후 작은아버지가 서울에 있는 부모에게 남매를 데려다주려 가는 길에 남매를 잃어버리고 말았다.  작은 아버지는 이 같은 사실을 남매 부모에게 차마 알리지 못했으며, 사건의 유일한 단서를 쥐고 있던 작은 아버지마저 얼마 후 사망해 버렸다.  뒤늦게 자녀의 실종 사실을 알게 된 부모는 37년 동안 아픔의 세월을 보냈으며. 남매에 대한 미안함에 더 이상 자녀를 두지 않았다. 이들 가족의 극적 상봉 실마리가 풀린 것은 충남지방경찰청이 2017년 7월부터 장기실종전담수사팀을 운영하기 시작하면서부터다.  전담수사팀은 이들 남매 등 장기실종 아동들을 찾기 위해 재수사에 착수했다.               신합덕 성당에 마련된 상봉식에서 부모와 극적으로 상봉하는 모습 © News1             그러나 남매사건은 신고 당시부터 중요단서였던 작은아버지가 사망한 상태로 실종 일시와 경위가 특정되지 않아 수사초기부터 난항을 겪었다. 사건의 실마리는 유일하게 남아 있던 남매의 사진 1장에서 의외의 단서를 발견하면서 풀리기 시작했다. 남아 있던 사진에서 실종된 김군이 자신의 어깨에 큰 가방을 메고 있는 모습을 확인한 경찰은 당시 김군이 인근 초등학교에 다녔을 것으로 추정했다.  경찰이 인근 초등학교의 기록을 뒤진 결과 아산의 작은 마을 초등학교에서 김군 생활기록부를 찾을 수 있었고 생활기록부가 1981년 7월까지 기록돼 있는 것으로 볼 때 경찰은 남매가 1981년 7월 이후에 실종된 것으로 추정했다. 이에 생존가능성에 무게를 두고 실종 남매와 출생년도·이름이 같은 전국 214명에 대해 전수조사를 진행한 경찰은 실종 일시가 특정되면서 해외 입양 가능성을 열어두고 중앙입양원과 해외 입양자료를 조사하는 등 끈질긴 수사를 펼쳤다.  결국 경찰은 실종남매가 출생일시가 일부 변경돼 1982년 2월 프랑스로 입양된 사실을 확인하였으나 타국 프랑스에서 30여년 전의 남매 사진과 이름만으로 행방을 찾는다는 것이 쉽지 않았다.  경찰은 고심 끝에 재외 프랑스 교민과 유학생 그리고 한인단체에 수십통의 e-메일을 보내며 도움을 요청했고, 다행히도 사연을 전해들은 프랑스 교민들이 하나둘씩 도움의 손길을 자청했다. 경찰은 심금섭 목사를 통해 입양자료에서 확인되는 과거 남매의 양부모의 프랑스 주소지부터 찾아 나섰다. 그 결과 지난 1월30일 양부모의 옛 주소지에서 그리 멀지않은 프랑스 작은 마을에서 양부모의 생업을 이어받아 제과점을 운영하는 실종남매를 최종 발견했다. 경찰은 국제 우편으로 남매의 DNA 시료를 전달받아 부모의 유전자와 대조, 친자 관계임을 확인했다. 47세, 44세 중년이 된 남매는 이날 상봉에서 “37년간 저희들을 버리지 않고 찾고 계셨다는 것에 감사합니다"며 아버지와 어머니를 껴안았다.  부모는 “너희들을 버린 게 아니고 살기가 어려워서 돈을 벌어서 같이 살려고 돈 벌러 나가서 그렇게 된거다”며 말을 잇지 못했다 남매는 일주일 정도 부모와 함께 지내다 프랑스로 돌아갈 예정이다.               연휴로 예상보다 늦게 도착한 남매가 차에서 내려 환영을 받고 있다© News1             ktw3412@news1.kr	중년이 된 남매 "버림받은 줄만 알고 힘든 시간 보냈는데.."
http://v.media.daum.net/v/20180505221926842	스포츠일반	정현, 세계 랭킹 3위 즈베레프에 져 BMW오픈 4강서 탈락	정현 [AP=연합뉴스]             (서울=연합뉴스) 김동찬 기자 = 정현(22위·한국체대)이 남자프로테니스(ATP) 투어 BMW오픈(총상금 50만1천345유로) 결승 진출에 실패했다.  정현은 5일(현지시간) 독일 뮌헨에서 열린 대회 6일째 단식 4강전에서 세계 랭킹 3위 알렉산더 즈베레프(독일)에게 0-2(5-7 2-6)로 졌다.  지난해에 이어 2년 연속 이 대회 4강에 올랐던 정현은 두 번 모두 결승에 진출하지 못하고 대회를 마쳤다.  정현은 4강 진출 상금 2만5천515유로(약 3천300만원)를 받았다.  지난해 바르셀로나오픈, 올해 호주오픈 등 즈베레프를 두 차례 만나 모두 승리를 따냈던 정현은 3연승을 노렸으나 뜻을 이루지 못했다.  정현은 지난해 이 대회 우승자 즈베레프를 상대로 1세트 게임스코어 3-0을 만들며 순조롭게 출발했다.  자신의 첫 서브 게임을 '러브 게임'으로 깔끔하게 가져왔고, 이어진 상대 서브 게임을 따내며 기선을 제압했다.  그러나 이후 정현은 포핸드 샷이 조금씩 길게 베이스라인을 벗어나고, 자신의 서브 게임에서는 더블폴트가 고비 때마다 나온 바람에 내리 5게임을 내줬다.  게임스코어 4-5에서 정현은 다시 한 번 상대 서브 게임을 브레이크해내며 게임스코어 5-5까지 맞섰으나 이어진 자신의 서브 게임에서 연속된 포핸드 샷 실책으로 결국 1세트를 5-7로 내줬다. 맥이 풀린 정현은 2세트 게임스코어 1-1에서 다시 자신의 서브 게임 2개를 연달아 내주면서 따라붙기 어려운 지경으로 내몰렸다.  2세트 게임스코어 1-5에서 자신의 서브 게임을 지켜 2-5로 간격을 좁힌 정현은 이어진 상대 서브 게임에서 15-40으로 잡은 더블 브레이크 포인트 기회를 살리지 못했다.                환호하는 즈베레프 [AP=연합뉴스]             즈베레프는 최고 시속 220㎞에 달하는 강서브를 앞세워 서브 에이스 8개를 꽂은 반면 정현은 서브 에이스를 하나도 기록하지 못했다.  정현은 스페인 마드리드로 이동, 6일 개막하는 ATP 투어 무투아 마드리드오픈(총상금 620만860유로)에 출전한다.  이 대회 1회전 상대는 로빈 하세(43위·네덜란드)로 정해졌다.  emailid@yna.co.kr	다음주 마드리드오픈 출전..1회전 상대는 세계 43위 하세
http://v.media.daum.net/v/20180505211909411	사회	"1명 탈퇴에 100만원"..삼성 '노조 와해' 포상금 지급 정황	[앵커] 삼성전자서비스가 노조원을 탈퇴시키는 직원들에게 포상금 성격의 현금을 준 정황을 검찰이 포착했습니다. 내부 문건에는 이런 직원들을 '엔젤', 즉 천사로 표기했는데 1명을 탈퇴시키는 대가는 100만 원이었다고 합니다. 심수미 기자입니다. [기자] 검찰 등에 따르면 삼성전자서비스는 노조 와해와 관련한 '우수 사례'를 취합해 100여 개 하청업체에 전달해 왔습니다. 여기에는 노조원을 1명 설득해 탈퇴시키는 직원에게 100만 원씩 지급한 사례도 담겨있는 것으로 확인됐습니다. 이런 직원은 천사를 뜻하는 '엔젤'이라고 표기했다고 합니다. '엔젤'은 하청업체 대표부터 팀장, 수리기사 등 직책과 상관 없이 다양하게 구성돼 있었습니다. 앞서 삼성은 노사 관련 문건을 작성할 때 노조는 NJ, 문제인물은 MJ 등으로 표기한다는 사실이 알려진 바 있습니다. 삼성 측은 문건 내용과 관련해 "실행되지 않은 다양한 검토 의견이 포함됐을 수 있다"는 입장입니다. 하지만 검찰은 노조 관계자들을 조사하는 과정에서 사측 인물들이 금전적 보상을 약속하며 회유했다는 진술을 확보한 상태입니다. 검찰은 실제 사측에서 금품을 살포했을 가능성을 염두에 두고 수사를 확대하고 있습니다.	설득 직원 '엔젤'로 표기..다양한 직급 포함
http://v.media.daum.net/v/20180505211851407	사회	김성태 폭행 30대 무직男, "모태솔로다" 횡설수설	'드루킹 사건'에 대한 특검수용을 촉구하며 국회 본청 계단 앞에서 무기한 단식투쟁에 돌입한 김성태 자유한국당 원내대표가 5일 한 30대 남성에게 폭행을 당해 구급차에 올라 있다. /사진=뉴스1             '드루킹 사건' 특검을 촉구하며 단식투쟁 중이던 김성태 자유한국당 원내대표를 폭행해 경찰에 붙잡힌 30대 남성이 경찰 조사에서 횡설수설하고 있다. 서울 영등포경찰서는 5일 오후 2시30분쯤 국회 본청 앞 단식투쟁장에서 당직자와 함께 본청 계단을 올라가던 김 원내대표를 폭행한 김모씨(31·무직)를 현행범으로 체포해 조사하고 있다고 밝혔다. 경찰에 따르면 김씨는 김 원내대표에게 악수를 청하는 척 하면서 우측 턱을 1회 폭행했다. 현재 김씨는 범행 동기, 경위, 행적 등을 묻는 질문에 횡설수설하고 있다. 김씨는 폭행현장에서 국회 경비대 소속 직원들에게 붙잡혔을 때도 "한반도를 잘 통일해 보자는 것을 높이 평가했는데 그걸 받아주고 국회에서 비준해 달라는 게 그렇게 어렵나", "나는 모태솔로(태어나서 한 번도 이성교제를 하지 못했다는 의미의 은어)다", "어머니를 때린 적 있다" 등 횡설수설했다. 경찰 관계자는 "범행 동기는 아직 나오지 않았고 술을 마시지는 않은 것으로 보인다"며 "김씨가 스스로 당적이 없다고 하는데 이 부분은 확인하고 있다"고 말했다. 김씨는 오후 2시40분쯤 국회 경비대 소속 직원에게 붙잡혀 영등포경찰서 여의도지구대에 인계됐다. 김씨는 여의도 지구대에서 이름과 나이만 밝히고 폭행 이유, 소속 등에 대해서는 묵비권을 행사했다. 여의도 지구대는 오후 3시쯤 영등포경찰서에 김씨의 신병을 인계했다. 김 원내대표는 폭행을 당한 이후 구급차를 타고 여의도 성모병원으로 이송돼 치료를 받고 있다. 경찰에 따르면 김 원내대표는 현재 고개를 잘 돌리지 못하고 말을 잘 못하는 상태다. 김 원내대표가 폭행을 당해 입원하면서 이날 오후 5시 예정됐던 원내대표 회동은 취소됐다. 이날 김 원내대표는 우원식 더불어민주당 원내대표와 김동철 바른미래당 원내대표, 노회찬 '평화와 정의의 의원모임' 원내대표와 만나 국회 정상화 방안을 논의할 예정이었다. 이들 4개 교섭단체 원내대표는 전날 정세균 국회의장 주재로 회동했지만 입장 차를 좁히는 데 실패했다. 각 정당은 '드루킹 댓글 조작 사건' 특검 실시 여부를 놓고 팽팽히 맞서고 있다. 경찰 관계자는 "공당 원내대표에 대한 폭행으로서 사안을 엄중하게 인식하고 있다"며 "구체적인 범행동기와 경위, 행적 등을 철저히 수사할 예정"이라고 밝혔다. 최동수 기자 firefly@mt.co.kr	김성태 자유한국당 원내대표 병원서 치료중..경찰 "사안 엄중히 인식"
http://v.media.daum.net/v/20180505211228346	사회	제 805회 로또 1등 4명.. 42.6억원씩(상보)	/사진=나눔로또 홈페이지 캡처             5일 제 805회 나눔로또 추첨 결과 '3, 12, 13, 18, 31, 32'이 1등 당첨번호로 결정됐다. 2등 보너스 번호는 '42'다. 당첨번호 6개를 모두 맞힌 1등 당첨자는 총 4명으로 각각 약 42억6600만원씩 받는다. 당첨번호 5개와 보너스 번호가 일치한 2등은 53명이고 약 5360만원씩 받는다. 당첨번호 5개를 맞힌 3등은 2075명으로 약 137만원씩 받는다. 당첨번호 4개를 맞힌 4등(고정 당첨금 5만원)은 10만5602명, 당첨번호 3개가 일치한 5등(고정 당첨금 5000원)은 170만112명이다. 당첨금 지급기한은 지급 개시일부터 1년이다. 안정준 기자 7up@mt.co.kr	2등 53명 약 5360만원씩
http://v.media.daum.net/v/20180505205604232	전국	동화 속 캐릭터 행렬 만나러 가요~	[아시아경제 박종일 기자] 5월 5일 어린이날, 어린이대공원 일대에서 대형 동화 퍼레이드가 열렸다. 퍼레이드는 5일 오전 11시 광진구 군자동 소재 지하철 7호선 어린이대공원역 5번 출구 앞 광진광장에서 출발해 어린이대공원 정문 앞 도로를 지나 대공원 안 열린무대 까지 이어졌다. 행렬은 할리데이비슨 바이크를 선두로 수방사군악대, 아차산 전설 인물 온달장군과 평강공주, 유아취타대, 어린이발레단 순으로 이어졌다. 후미 쪽은 사전에 접수를 받아 동화 주인공 분장을 하고 온 어린이와 가족 참가자 등 일반인이 참여했다. 총 500여명이 퍼레이드를 장식해 다양한 볼거리를 제공했다.    광진광장에서 출발해 어린이대공원 정문 앞까지 도착한 행렬은 동화축제 공식 캐릭터 ‘나루몽’을 형상화한 15m 초대형 풍선을 날리는 제막식이 있었다. 이후 행렬은 상상나라 앞 능동문을 지나 음악분수와 열린무대를 거쳐 다시 정문으로 나오면서 마무리됐다. 퍼레이드에 참여한 공연팀은 정문 앞 데크에서 시간대별로 군악, 발레, 난타, 사물놀이 등 공연을 펼쳤다. 이날은 지하철 7호선 어린이대공원역 사거리부터 어린이대공원 정문 주차장 사이 420m 왕복 6차로 구간이 전면 통제돼 도로에 그림을 그리고, 탈인형과 동화 코스프레를 한 배우들과 사진도 찍어볼 수 있는 이벤트도 있었다.  어린이대공원 정문 안 열린무대와 잔디광장에서는 50여종의 캐릭터들이 펼치는 뮤지컬과 할머니들이 전래동화에 나온 등장인물로 변장해 재미있는 동화구연을 들려주는 공연도 볼 수 있었다. 박종일 기자 dream@asiae.co.kr	5월5일 어린이날 광진구 군자동 소재 광진광장부터 어린이대공원 정문까지 약 500명의 동화 속 캐릭터 분장을 한 일반 시민 및 공연팀 등이 참가한 '대형 퍼레이드' 진행
http://v.media.daum.net/v/20180505205002197	사회	박원순 "아픈 어린이 위한 아동복지 서울 만들겠다"	소설 '어린왕자'의 비행기 조종사 복장을 한 박원순 서울시장이 5일 오전 서울시청 대강당에서 열린 제96회 어린이날 기념행사 ‘2018 서울시 어린이 및 청소년상 시상식’에 참석하고 있다. 2018.5.5/뉴스1 © News1 구윤성 기자             (서울=뉴스1) 장우성 기자 = 박원순 서울시장은 5일 어린이날을 맞아 서울을 어린이가 아플 때 제대로 돌봄을 받을 수 있는 아동복지 도시로 만들겠다고 약속했다. 박원순 시장은 이날 자신의 SNS에 '어린이는 어른보다 한 시대 더 새로운 사람'이라는 소파 방정환(1899~1931)의 말을 들며 "어린이는 뜻 그 자체로 존중이며, 평등이며, 미래"라고 강조했다. 자녀의 건강이 부모의 건강에도 영향을 준다는 점에서 아동복지의 중요성도 역설했다. 박 시장은 "어린이가 건강해야 가족이 건강하고 도시가 건강하다"며 "어린이가 아플 때 돌봄과 치료를 받을 수 있어야 건강한 도시이며 아동복지와 공공의료가 어린이와 가족의 삶을 지킬 수 있어야 좋은 도시"라고 밝혔다. 박 시장은 "서울시를 더 건강한 삶, 더 좋은 삶의 도시, 그 누구보다 한 시대 더 새로운 사람들을 지킬 수 있는 도시로 만들겠다"고 다짐했다. 이에 앞서 박 시장은 하루 전(4일) 서초구에 있는 서울시어린이병원을 방문해 어린이 환자들과 시간을 보냈다. 5일은 서울시청 대강당에서 열린 제96회 어린이날 기념행사 ‘2018 서울시 어린이 및 청소년상 시상식’에 참석했다. nevermind@news1.kr	어린이날 맞아 메시지
http://v.media.daum.net/v/20180505204954196	정치	외교안보수장 서해NLL 총출동.."NLL 유지하며 北과 협상"	【서울=뉴시스】임태훈 기자 = 서해 북방한계선(NLL)의 평화지대화를 명시한 판문점 선언과 관련해 송영무 국방, 조명균 통일, 강경화 외교, 김영춘 해양수산부 장관이 5일 합동으로 백령도를 방문했다. 송 장관이 인천 옹진군 해병6여단에서 발언하고 있다. 남북 정상은 지난달 27일 합의한 판문점 선언에서 “남과 북은 서해 북방한계선 일대를 평화수역으로 만들어 우발적인 군사적 충돌을 방지하고 안전한 어로 활동을 보장하기 위한 실제적인 대책을 세워나가기로 하였다"고 밝힌 바 있다. 2018.05.05.(사진=국방부 제공) photo@newsis.com             【서울=뉴시스】김성진 기자 = 외교안보 수장과 관계부처 장관이 5일 서북도서 지역인 백령도·연평도를 방문해 서해 북방한계선(NLL·Northern Limit Line)일대의 평화수역 조성에 대한 주민들의 의견을 경청했다.  송영무 국방부 장관, 강경화 외교부 장관, 조명균 통일부 장관, 김영춘 해양수산부 장관은 이날 서해 최북단 지역인 연평도와 백령도를 각각 방문해 NLL 평화수역 조성 등 판문점 후속조치와 관련된 설명을 하는 한편, 어로활동과 관련한 주민들의 의견을 수렴했다. 국방·외교·통일·해수부 장관이 서해 최북단 지역을 동시 방문해 주민들과 만나는 것은 이번이 처음이다.  조명균 통일부 장관은 이날 오전 연평도에서 주민들과 만나 "NLL은 기본 유지하는 게 전제다. 공동어로든 평화수역이든 NLL 선을 바꾸는 것이 아니다"며 "NLL은 완전 남북관계가 달라지고 평화협정 체결하면 모르겠다. 그 전엔 NLL을 손대지 않는다"고 밝혔다. 앞서 남북은 지난 2007년 10·4 공동선언을 통해 해주지역과 주변해역을 포괄하는 '서해평화협력특별지대'를 설치하고 공동어로구역과 평화수역으로 설정하기로 합의했지만 남북 간 서해 평화수역·공동어로구역 설정은 끝내 이견이 좁혀지지 않아 불발됐다.  남측은 공동어로구역 등을 NLL 중심으로 남북이 균등하게(등거리 또는 등면적)설정해야 한다는 입장인 반면 북측은 NLL 이남해역에 설정해야 한다고 주장하면서 합의에 이르지 못했다. 조 장관은 "이번에도 만나봐야 알지만 북한이 판문점 선언을 하면서 북방한계선 (표현)을 그대로 썼다"며 "북이 인정했다고 할 수는 없지만 태도변화가 있을 수 있다고 생각한다"고 말했다. 김영춘 해수부 장관은 "지난주 정상회담 통해 새로운 분위기가 만들어지겠지만 장밋빛 환상은 가지지 않아야 한다"며 "먼저 국방장관을 중심으로 저쪽(북한)이랑 군사회담이 먼저 있어야 한다"고 밝혔다. 그러면서 "큰 틀의 평화를 만드는 작업이 선행되고, 그다음에 안전히 조업할 수 있게 하고, 남북이 공동이익을 위해 공동수역을 만들고 수산협력을 하는 기반을 만들어야 한다"고 강조했다. 송영무 국방부 장관은 오후 백령도에서 주민들과 만나 "모든 사항을 해결할 방법은 남북의 평화국면으로 가면 다 해결되리라 본다"며 "NLL 문제는 남북 긴장만 해소되면 중국, 여객선, 어로, 항공기 등이 자연히 해결되리라 믿는다"고 밝혔다.               【서울=뉴시스】임태훈 기자 = 서해 북방한계선(NLL)의 평화지대화를 명시한 판문점 선언과 관련해 송영무 국방, 조명균 통일, 강경화 외교, 김영춘 해양수산부 장관이 5일 합동으로 연평도를 방문, 인천 옹진군 연평부대에서 주민들을 만나 의견을 수렴을 하고 있다. 남북 정상은 지난달 27일 합의한 판문점 선언에서 “남과 북은 서해 북방한계선 일대를 평화수역으로 만들어 우발적인 군사적 충돌을 방지하고 안전한 어로 활동을 보장하기 위한 실제적인 대책을 세워나가기로 하였다"고 밝힌 바 있다. 2018.05.05.(사진=국방부 제공) photo@newsis.com              강경화 외교부 장관은 중국어선 불법조업과 관련해 "근본적인 해결은 군사적 긴장을 해소해 남북이 자유롭게 어업활동하면 중국은 물론 제3국 선박이 안 올 수 있게 된다"며 "그 전에는 중국에 불법어업 중단을 촉구하고 있다"고 말했다. 이날 간담회는 오전에 연평도에서 오후에는 백령도에서 각각 진행됐다. 서해 도서 주민대표들은 장관들과 간담회에서 그동안 소외됐던 서해 도서 지역 주민들의 고충을 설명했다. 연평도 간담회에 참석한 성도경 선주협회장은 "연평도 주민들은 전쟁 이후 두 번의 연평해전과 피폭(연평도 포격도발)으로 하루하루 불안 속에 산다"고 밝혔다. 성 회장은 그러면서 "야간조업, 유사시 사격훈련 통제 등 여러 악조건 속에서도 60년 넘게 지켜온 어장"이라며 "이제 규제를 완화해주고 어민들이 힘든 점, 어민들 위주로 반영해서 정책을 세워줬으면 좋겠다"고 말했다. 백령도 간담회에 참석한 장태현 선주협회장은 "1973년 2월에 대청도 근해에서 납치사건이 생기면서 서해에 어로한계선이 생기고, 야간항행 금지시키고 그렇게 산 지 45년 됐다"며 "야간항행을 금지하고 야간어로를 통제한 것은 서해5도 어민들이 하루를 12시간만 살았다는 의미다. 그게 45년"이라고 강조했다. 장 회장은 "지금까지 소외되고 제한된 삶 속에서 산 서해5도 어민들에게, 평화의 시대가 오는 이 바다에서 저희에게 보상 차원에서 45년의 혜택을 배려해주시길 요구한다"며 "우리 어장이 자유롭게 확보되길 기대한다"고 덧붙였다. 한편 국방·외교·통일·해수부 장관은 이날 연평부대와 해병6여단 등을 방문해 작전현황을 청취하고 장병들을 격려했다고 국방부는 전했다. ksj87@newsis.com	김영춘 "장밋빛 환상 안돼..군사회담 우선"송영무 "남북 평화국면 가면 다 해결될 것"강경화 "中불법어업..남북 긴장완화하면 돼"
